Begin.Date,Begin.Time,End.Date,End.Time,Alarm.Tag,Alarm.Id,X,Alarm.Type,Alarm.Priority,Description
3/12/2016,11:33:01,3/12/2016,11:33:09,AlarmRateRamp|10983,Q5,AlarmRateRamp|10983Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:33:06,3/12/2016,11:33:09,AlarmRateRamp|10984,Q6,AlarmRateRamp|10984Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:33:10,3/12/2016,11:33:39,AlarmRateRamp|10985,Q1,AlarmRateRamp|10985Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:33:15,3/12/2016,11:33:39,AlarmRateRamp|10986,Q2,AlarmRateRamp|10986Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:33:20,3/12/2016,11:33:39,AlarmRateRamp|10987,Q3,AlarmRateRamp|10987Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:33:25,3/12/2016,11:33:39,AlarmRateRamp|10988,Q4,AlarmRateRamp|10988Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:33:31,3/12/2016,11:33:39,AlarmRateRamp|10989,Q5,AlarmRateRamp|10989Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:33:36,3/12/2016,11:33:39,AlarmRateRamp|10990,Q6,AlarmRateRamp|10990Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:33:40,3/12/2016,11:34:09,AlarmRateRamp|10991,Q1,AlarmRateRamp|10991Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:33:45,3/12/2016,11:34:09,AlarmRateRamp|10992,Q2,AlarmRateRamp|10992Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:33:50,3/12/2016,11:34:09,AlarmRateRamp|10993,Q3,AlarmRateRamp|10993Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:33:55,3/12/2016,11:34:09,AlarmRateRamp|10994,Q4,AlarmRateRamp|10994Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:34:01,3/12/2016,11:34:09,AlarmRateRamp|10995,Q5,AlarmRateRamp|10995Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:34:06,3/12/2016,11:34:09,AlarmRateRamp|10996,Q6,AlarmRateRamp|10996Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:34:10,3/12/2016,11:34:39,AlarmRateRamp|10997,Q1,AlarmRateRamp|10997Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:34:15,3/12/2016,11:34:39,AlarmRateRamp|10998,Q2,AlarmRateRamp|10998Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:34:20,3/12/2016,11:34:39,AlarmRateRamp|10999,Q3,AlarmRateRamp|10999Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:34:25,3/12/2016,11:34:39,AlarmRateRamp|11000,Q4,AlarmRateRamp|11000Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:34:30,3/12/2016,11:34:39,AlarmRateRamp|11001,Q5,AlarmRateRamp|11001Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:34:36,3/12/2016,11:34:39,AlarmRateRamp|11002,Q6,AlarmRateRamp|11002Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:34:40,3/12/2016,11:35:09,AlarmRateRamp|11003,Q1,AlarmRateRamp|11003Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:34:45,3/12/2016,11:35:09,AlarmRateRamp|11004,Q2,AlarmRateRamp|11004Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:34:50,3/12/2016,11:35:09,AlarmRateRamp|11005,Q3,AlarmRateRamp|11005Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:34:55,3/12/2016,11:35:09,AlarmRateRamp|11006,Q4,AlarmRateRamp|11006Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:35:00,3/12/2016,11:35:09,AlarmRateRamp|11007,Q5,AlarmRateRamp|11007Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:35:06,3/12/2016,11:35:09,AlarmRateRamp|11008,Q6,AlarmRateRamp|11008Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:35:10,3/12/2016,11:35:39,AlarmRateRamp|11009,Q1,AlarmRateRamp|11009Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:35:15,3/12/2016,11:35:39,AlarmRateRamp|11010,Q2,AlarmRateRamp|11010Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:35:20,3/12/2016,11:35:39,AlarmRateRamp|11011,Q3,AlarmRateRamp|11011Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:35:25,3/12/2016,11:35:39,AlarmRateRamp|11012,Q4,AlarmRateRamp|11012Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:35:30,3/12/2016,11:35:39,AlarmRateRamp|11013,Q5,AlarmRateRamp|11013Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:35:35,3/12/2016,11:35:39,AlarmRateRamp|11014,Q6,AlarmRateRamp|11014Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:35:40,3/12/2016,11:36:09,AlarmRateRamp|11015,Q1,AlarmRateRamp|11015Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:35:45,3/12/2016,11:36:09,AlarmRateRamp|11016,Q2,AlarmRateRamp|11016Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:35:50,3/12/2016,11:36:09,AlarmRateRamp|11017,Q3,AlarmRateRamp|11017Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:35:55,3/12/2016,11:36:09,AlarmRateRamp|11018,Q4,AlarmRateRamp|11018Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:36:00,3/12/2016,11:36:09,AlarmRateRamp|11019,Q5,AlarmRateRamp|11019Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:36:05,3/12/2016,11:36:09,AlarmRateRamp|11020,Q6,AlarmRateRamp|11020Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:36:10,3/12/2016,11:36:39,AlarmRateRamp|11021,Q1,AlarmRateRamp|11021Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:36:15,3/12/2016,11:36:39,AlarmRateRamp|11022,Q2,AlarmRateRamp|11022Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:36:20,3/12/2016,11:36:39,AlarmRateRamp|11023,Q3,AlarmRateRamp|11023Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:36:25,3/12/2016,11:36:39,AlarmRateRamp|11024,Q4,AlarmRateRamp|11024Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:36:30,3/12/2016,11:36:39,AlarmRateRamp|11025,Q5,AlarmRateRamp|11025Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:36:35,3/12/2016,11:36:39,AlarmRateRamp|11026,Q6,AlarmRateRamp|11026Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:36:40,3/12/2016,11:37:08,AlarmRateRamp|11027,Q1,AlarmRateRamp|11027Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:36:45,3/12/2016,11:37:08,AlarmRateRamp|11028,Q2,AlarmRateRamp|11028Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:36:50,3/12/2016,11:37:08,AlarmRateRamp|11029,Q3,AlarmRateRamp|11029Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:36:55,3/12/2016,11:37:08,AlarmRateRamp|11030,Q4,AlarmRateRamp|11030Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:37:00,3/12/2016,11:37:08,AlarmRateRamp|11031,Q5,AlarmRateRamp|11031Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:37:05,3/12/2016,11:37:08,AlarmRateRamp|11032,Q6,AlarmRateRamp|11032Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:37:09,3/12/2016,11:37:37,AlarmRateRamp|11033,Q1,AlarmRateRamp|11033Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:37:14,3/12/2016,11:37:37,AlarmRateRamp|11034,Q2,AlarmRateRamp|11034Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:37:19,3/12/2016,11:37:37,AlarmRateRamp|11035,Q3,AlarmRateRamp|11035Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:37:24,3/12/2016,11:37:37,AlarmRateRamp|11036,Q4,AlarmRateRamp|11036Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:37:29,3/12/2016,11:37:37,AlarmRateRamp|11037,Q5,AlarmRateRamp|11037Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:37:34,3/12/2016,11:37:37,AlarmRateRamp|11038,Q6,AlarmRateRamp|11038Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:37:38,3/12/2016,11:38:06,AlarmRateRamp|11039,Q1,AlarmRateRamp|11039Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:37:43,3/12/2016,11:38:06,AlarmRateRamp|11040,Q2,AlarmRateRamp|11040Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:37:48,3/12/2016,11:38:06,AlarmRateRamp|11041,Q3,AlarmRateRamp|11041Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:37:53,3/12/2016,11:38:06,AlarmRateRamp|11042,Q4,AlarmRateRamp|11042Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:37:58,3/12/2016,11:38:06,AlarmRateRamp|11043,Q5,AlarmRateRamp|11043Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:38:03,3/12/2016,11:38:06,AlarmRateRamp|11044,Q6,AlarmRateRamp|11044Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:38:07,3/12/2016,11:38:35,AlarmRateRamp|11045,Q1,AlarmRateRamp|11045Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:38:12,3/12/2016,11:38:35,AlarmRateRamp|11046,Q2,AlarmRateRamp|11046Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:38:17,3/12/2016,11:38:35,AlarmRateRamp|11047,Q3,AlarmRateRamp|11047Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:38:22,3/12/2016,11:38:35,AlarmRateRamp|11048,Q4,AlarmRateRamp|11048Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:38:27,3/12/2016,11:38:35,AlarmRateRamp|11049,Q5,AlarmRateRamp|11049Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:38:32,3/12/2016,11:38:35,AlarmRateRamp|11050,Q6,AlarmRateRamp|11050Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:38:36,3/12/2016,11:39:04,AlarmRateRamp|11051,Q1,AlarmRateRamp|11051Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:38:41,3/12/2016,11:39:04,AlarmRateRamp|11052,Q2,AlarmRateRamp|11052Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:38:46,3/12/2016,11:39:04,AlarmRateRamp|11053,Q3,AlarmRateRamp|11053Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:38:51,3/12/2016,11:39:04,AlarmRateRamp|11054,Q4,AlarmRateRamp|11054Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:38:56,3/12/2016,11:39:04,AlarmRateRamp|11055,Q5,AlarmRateRamp|11055Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:39:01,3/12/2016,11:39:04,AlarmRateRamp|11056,Q6,AlarmRateRamp|11056Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:39:05,3/12/2016,11:39:33,AlarmRateRamp|11057,Q1,AlarmRateRamp|11057Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:39:10,3/12/2016,11:39:33,AlarmRateRamp|11058,Q2,AlarmRateRamp|11058Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:39:15,3/12/2016,11:39:33,AlarmRateRamp|11059,Q3,AlarmRateRamp|11059Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:39:20,3/12/2016,11:39:33,AlarmRateRamp|11060,Q4,AlarmRateRamp|11060Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:39:25,3/12/2016,11:39:33,AlarmRateRamp|11061,Q5,AlarmRateRamp|11061Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:39:30,3/12/2016,11:39:33,AlarmRateRamp|11062,Q6,AlarmRateRamp|11062Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:39:34,3/12/2016,11:40:02,AlarmRateRamp|11063,Q1,AlarmRateRamp|11063Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:39:39,3/12/2016,11:40:02,AlarmRateRamp|11064,Q2,AlarmRateRamp|11064Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:39:44,3/12/2016,11:40:02,AlarmRateRamp|11065,Q3,AlarmRateRamp|11065Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:39:49,3/12/2016,11:40:02,AlarmRateRamp|11066,Q4,AlarmRateRamp|11066Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:39:54,3/12/2016,11:40:02,AlarmRateRamp|11067,Q5,AlarmRateRamp|11067Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:39:59,3/12/2016,11:40:02,AlarmRateRamp|11068,Q6,AlarmRateRamp|11068Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:40:03,3/12/2016,11:40:31,AlarmRateRamp|11069,Q1,AlarmRateRamp|11069Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:40:08,3/12/2016,11:40:31,AlarmRateRamp|11070,Q2,AlarmRateRamp|11070Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:40:13,3/12/2016,11:40:31,AlarmRateRamp|11071,Q3,AlarmRateRamp|11071Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:40:18,3/12/2016,11:40:31,AlarmRateRamp|11072,Q4,AlarmRateRamp|11072Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:40:23,3/12/2016,11:40:31,AlarmRateRamp|11073,Q5,AlarmRateRamp|11073Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:40:27,3/12/2016,11:40:31,AlarmRateRamp|11074,Q6,AlarmRateRamp|11074Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:40:32,3/12/2016,11:41:00,AlarmRateRamp|11075,Q1,AlarmRateRamp|11075Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:40:36,3/12/2016,11:41:00,AlarmRateRamp|11076,Q2,AlarmRateRamp|11076Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:40:41,3/12/2016,11:41:00,AlarmRateRamp|11077,Q3,AlarmRateRamp|11077Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:40:46,3/12/2016,11:41:00,AlarmRateRamp|11078,Q4,AlarmRateRamp|11078Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:40:51,3/12/2016,11:41:00,AlarmRateRamp|11079,Q5,AlarmRateRamp|11079Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:40:56,3/12/2016,11:41:00,AlarmRateRamp|11080,Q6,AlarmRateRamp|11080Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:41:01,3/12/2016,11:41:29,AlarmRateRamp|11081,Q1,AlarmRateRamp|11081Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:41:05,3/12/2016,11:41:29,AlarmRateRamp|11082,Q2,AlarmRateRamp|11082Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:41:10,3/12/2016,11:41:29,AlarmRateRamp|11083,Q3,AlarmRateRamp|11083Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:41:15,3/12/2016,11:41:29,AlarmRateRamp|11084,Q4,AlarmRateRamp|11084Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:41:20,3/12/2016,11:41:29,AlarmRateRamp|11085,Q5,AlarmRateRamp|11085Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:41:25,3/12/2016,11:41:29,AlarmRateRamp|11086,Q6,AlarmRateRamp|11086Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:41:30,3/12/2016,11:41:57,AlarmRateRamp|11087,Q1,AlarmRateRamp|11087Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:41:34,3/12/2016,11:41:57,AlarmRateRamp|11088,Q2,AlarmRateRamp|11088Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:41:39,3/12/2016,11:41:57,AlarmRateRamp|11089,Q3,AlarmRateRamp|11089Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:41:44,3/12/2016,11:41:57,AlarmRateRamp|11090,Q4,AlarmRateRamp|11090Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:41:49,3/12/2016,11:41:57,AlarmRateRamp|11091,Q5,AlarmRateRamp|11091Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:41:54,3/12/2016,11:41:57,AlarmRateRamp|11092,Q6,AlarmRateRamp|11092Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:41:58,3/12/2016,11:42:25,AlarmRateRamp|11093,Q1,AlarmRateRamp|11093Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:42:02,3/12/2016,11:42:25,AlarmRateRamp|11094,Q2,AlarmRateRamp|11094Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:42:07,3/12/2016,11:42:25,AlarmRateRamp|11095,Q3,AlarmRateRamp|11095Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:42:12,3/12/2016,11:42:25,AlarmRateRamp|11096,Q4,AlarmRateRamp|11096Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:42:17,3/12/2016,11:42:25,AlarmRateRamp|11097,Q5,AlarmRateRamp|11097Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:42:22,3/12/2016,11:42:25,AlarmRateRamp|11098,Q6,AlarmRateRamp|11098Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:42:26,3/12/2016,11:42:53,AlarmRateRamp|11099,Q1,AlarmRateRamp|11099Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:42:30,3/12/2016,11:42:53,AlarmRateRamp|11100,Q2,AlarmRateRamp|11100Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:42:35,3/12/2016,11:42:53,AlarmRateRamp|11101,Q3,AlarmRateRamp|11101Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:42:40,3/12/2016,11:42:53,AlarmRateRamp|11102,Q4,AlarmRateRamp|11102Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:42:45,3/12/2016,11:42:53,AlarmRateRamp|11103,Q5,AlarmRateRamp|11103Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:42:50,3/12/2016,11:42:53,AlarmRateRamp|11104,Q6,AlarmRateRamp|11104Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:42:54,3/12/2016,11:43:21,AlarmRateRamp|11105,Q1,AlarmRateRamp|11105Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:42:58,3/12/2016,11:43:21,AlarmRateRamp|11106,Q2,AlarmRateRamp|11106Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:43:03,3/12/2016,11:43:21,AlarmRateRamp|11107,Q3,AlarmRateRamp|11107Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:43:08,3/12/2016,11:43:21,AlarmRateRamp|11108,Q4,AlarmRateRamp|11108Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:43:13,3/12/2016,11:43:21,AlarmRateRamp|11109,Q5,AlarmRateRamp|11109Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:43:18,3/12/2016,11:43:21,AlarmRateRamp|11110,Q6,AlarmRateRamp|11110Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:43:22,3/12/2016,11:43:49,AlarmRateRamp|11111,Q1,AlarmRateRamp|11111Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:43:26,3/12/2016,11:43:49,AlarmRateRamp|11112,Q2,AlarmRateRamp|11112Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:43:31,3/12/2016,11:43:49,AlarmRateRamp|11113,Q3,AlarmRateRamp|11113Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:43:36,3/12/2016,11:43:49,AlarmRateRamp|11114,Q4,AlarmRateRamp|11114Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:43:41,3/12/2016,11:43:49,AlarmRateRamp|11115,Q5,AlarmRateRamp|11115Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:43:46,3/12/2016,11:43:49,AlarmRateRamp|11116,Q6,AlarmRateRamp|11116Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:43:50,3/12/2016,11:44:17,AlarmRateRamp|11117,Q1,AlarmRateRamp|11117Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:43:54,3/12/2016,11:44:17,AlarmRateRamp|11118,Q2,AlarmRateRamp|11118Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:43:59,3/12/2016,11:44:17,AlarmRateRamp|11119,Q3,AlarmRateRamp|11119Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:44:04,3/12/2016,11:44:17,AlarmRateRamp|11120,Q4,AlarmRateRamp|11120Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:44:09,3/12/2016,11:44:17,AlarmRateRamp|11121,Q5,AlarmRateRamp|11121Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:44:14,3/12/2016,11:44:17,AlarmRateRamp|11122,Q6,AlarmRateRamp|11122Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:44:18,3/12/2016,11:44:45,AlarmRateRamp|11123,Q1,AlarmRateRamp|11123Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:44:22,3/12/2016,11:44:45,AlarmRateRamp|11124,Q2,AlarmRateRamp|11124Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:44:27,3/12/2016,11:44:45,AlarmRateRamp|11125,Q3,AlarmRateRamp|11125Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:44:32,3/12/2016,11:44:45,AlarmRateRamp|11126,Q4,AlarmRateRamp|11126Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:44:37,3/12/2016,11:44:45,AlarmRateRamp|11127,Q5,AlarmRateRamp|11127Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:44:42,3/12/2016,11:44:45,AlarmRateRamp|11128,Q6,AlarmRateRamp|11128Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:44:46,3/12/2016,11:45:13,AlarmRateRamp|11129,Q1,AlarmRateRamp|11129Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:44:50,3/12/2016,11:45:13,AlarmRateRamp|11130,Q2,AlarmRateRamp|11130Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:44:55,3/12/2016,11:45:13,AlarmRateRamp|11131,Q3,AlarmRateRamp|11131Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:45:00,3/12/2016,11:45:13,AlarmRateRamp|11132,Q4,AlarmRateRamp|11132Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:45:05,3/12/2016,11:45:13,AlarmRateRamp|11133,Q5,AlarmRateRamp|11133Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:45:10,3/12/2016,11:45:13,AlarmRateRamp|11134,Q6,AlarmRateRamp|11134Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:45:14,3/12/2016,11:45:41,AlarmRateRamp|11135,Q1,AlarmRateRamp|11135Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:45:18,3/12/2016,11:45:41,AlarmRateRamp|11136,Q2,AlarmRateRamp|11136Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:45:23,3/12/2016,11:45:41,AlarmRateRamp|11137,Q3,AlarmRateRamp|11137Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:45:28,3/12/2016,11:45:41,AlarmRateRamp|11138,Q4,AlarmRateRamp|11138Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:45:33,3/12/2016,11:45:41,AlarmRateRamp|11139,Q5,AlarmRateRamp|11139Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:45:38,3/12/2016,11:45:41,AlarmRateRamp|11140,Q6,AlarmRateRamp|11140Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:45:42,3/12/2016,11:46:09,AlarmRateRamp|11141,Q1,AlarmRateRamp|11141Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:45:46,3/12/2016,11:46:09,AlarmRateRamp|11142,Q2,AlarmRateRamp|11142Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:45:51,3/12/2016,11:46:09,AlarmRateRamp|11143,Q3,AlarmRateRamp|11143Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:45:56,3/12/2016,11:46:09,AlarmRateRamp|11144,Q4,AlarmRateRamp|11144Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:46:01,3/12/2016,11:46:09,AlarmRateRamp|11145,Q5,AlarmRateRamp|11145Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:46:05,3/12/2016,11:46:09,AlarmRateRamp|11146,Q6,AlarmRateRamp|11146Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:46:10,3/12/2016,11:46:37,AlarmRateRamp|11147,Q1,AlarmRateRamp|11147Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:46:14,3/12/2016,11:46:37,AlarmRateRamp|11148,Q2,AlarmRateRamp|11148Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:46:19,3/12/2016,11:46:37,AlarmRateRamp|11149,Q3,AlarmRateRamp|11149Q3,WARNING,N/A,Limit Signal 3
3/12/2016,11:46:24,3/12/2016,11:46:37,AlarmRateRamp|11150,Q4,AlarmRateRamp|11150Q4,TOLERANCE,N/A,Limit Signal 4
3/12/2016,11:46:29,3/12/2016,11:46:37,AlarmRateRamp|11151,Q5,AlarmRateRamp|11151Q5,I&C ALARM,N/A,Limit Signal 5
3/12/2016,11:46:33,3/12/2016,11:46:37,AlarmRateRamp|11152,Q6,AlarmRateRamp|11152Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
3/12/2016,11:46:38,3/12/2016,11:47:04,AlarmRateRamp|11153,Q1,AlarmRateRamp|11153Q1,ALARM,N/A,Limit Signal 1
3/12/2016,11:46:42,3/12/2016,11:47:04,AlarmRateRamp|11154,Q2,AlarmRateRamp|11154Q2,WARNING,N/A,Limit Signal 2
3/12/2016,11:46:47,3/12/2016,11:47:04,AlarmRateRamp|11155,Q3,AlarmRateRamp|11155Q3,WARNING,N/A,Limit Signal 3
