Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
2016/12/01,01:41:29,2016/12/01,01:41:32,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:41:33,2016/12/01,01:42:01,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:41:37,2016/12/01,01:42:01,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:41:42,2016/12/01,01:42:01,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:41:47,2016/12/01,01:42:01,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:41:52,2016/12/01,01:42:01,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:41:57,2016/12/01,01:42:01,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:42:02,2016/12/01,01:42:30,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:42:06,2016/12/01,01:42:30,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:42:11,2016/12/01,01:42:30,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:42:16,2016/12/01,01:42:30,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:42:21,2016/12/01,01:42:30,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:42:26,2016/12/01,01:42:30,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:42:31,2016/12/01,01:42:59,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:42:35,2016/12/01,01:42:59,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:42:40,2016/12/01,01:42:59,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:42:45,2016/12/01,01:42:59,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:42:50,2016/12/01,01:42:59,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:42:55,2016/12/01,01:42:59,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:43:00,2016/12/01,01:43:27,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:43:04,2016/12/01,01:43:27,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:43:09,2016/12/01,01:43:27,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:43:14,2016/12/01,01:43:27,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:43:19,2016/12/01,01:43:27,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:43:24,2016/12/01,01:43:27,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:43:28,2016/12/01,01:43:55,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:43:32,2016/12/01,01:43:55,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:43:37,2016/12/01,01:43:55,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:43:42,2016/12/01,01:43:55,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:43:47,2016/12/01,01:43:55,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:43:52,2016/12/01,01:43:55,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:43:56,2016/12/01,01:44:23,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:44:00,2016/12/01,01:44:23,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:44:05,2016/12/01,01:44:23,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:44:10,2016/12/01,01:44:23,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:44:15,2016/12/01,01:44:23,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:44:20,2016/12/01,01:44:23,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:44:24,2016/12/01,01:44:51,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:44:28,2016/12/01,01:44:51,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:44:33,2016/12/01,01:44:51,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:44:38,2016/12/01,01:44:51,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:44:43,2016/12/01,01:44:51,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:44:48,2016/12/01,01:44:51,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:44:52,2016/12/01,01:45:19,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:44:56,2016/12/01,01:45:19,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:45:01,2016/12/01,01:45:19,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:45:06,2016/12/01,01:45:19,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:45:11,2016/12/01,01:45:19,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:45:16,2016/12/01,01:45:19,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:45:20,2016/12/01,01:45:47,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:45:24,2016/12/01,01:45:47,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:45:29,2016/12/01,01:45:47,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:45:34,2016/12/01,01:45:47,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:45:39,2016/12/01,01:45:47,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:45:44,2016/12/01,01:45:47,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:45:48,2016/12/01,01:46:15,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:45:52,2016/12/01,01:46:15,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:45:57,2016/12/01,01:46:15,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:46:02,2016/12/01,01:46:15,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:46:07,2016/12/01,01:46:15,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:46:12,2016/12/01,01:46:15,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:46:16,2016/12/01,01:46:43,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:46:20,2016/12/01,01:46:43,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:46:25,2016/12/01,01:46:43,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:46:30,2016/12/01,01:46:43,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:46:35,2016/12/01,01:46:43,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:46:40,2016/12/01,01:46:43,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:46:44,2016/12/01,01:47:11,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:46:48,2016/12/01,01:47:11,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:46:53,2016/12/01,01:47:11,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:46:58,2016/12/01,01:47:11,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:47:03,2016/12/01,01:47:11,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:47:07,2016/12/01,01:47:11,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:47:12,2016/12/01,01:47:39,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:47:16,2016/12/01,01:47:39,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:47:21,2016/12/01,01:47:39,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:47:26,2016/12/01,01:47:39,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:47:31,2016/12/01,01:47:39,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:47:35,2016/12/01,01:47:39,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:47:40,2016/12/01,01:48:07,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:47:44,2016/12/01,01:48:07,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:47:49,2016/12/01,01:48:07,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:47:54,2016/12/01,01:48:07,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:47:59,2016/12/01,01:48:07,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:48:03,2016/12/01,01:48:07,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:48:08,2016/12/01,01:48:34,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:48:12,2016/12/01,01:48:34,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:48:17,2016/12/01,01:48:34,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:48:22,2016/12/01,01:48:34,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:48:27,2016/12/01,01:48:34,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:48:31,2016/12/01,01:48:34,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:48:35,2016/12/01,01:49:01,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:48:39,2016/12/01,01:49:01,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:48:44,2016/12/01,01:49:01,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:48:49,2016/12/01,01:49:01,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:48:53,2016/12/01,01:49:01,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:48:58,2016/12/01,01:49:01,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:49:02,2016/12/01,01:49:28,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:49:06,2016/12/01,01:49:28,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:49:11,2016/12/01,01:49:28,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:49:16,2016/12/01,01:49:28,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:49:20,2016/12/01,01:49:28,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:49:25,2016/12/01,01:49:28,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:49:29,2016/12/01,01:49:55,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:49:33,2016/12/01,01:49:55,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:49:38,2016/12/01,01:49:55,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:49:43,2016/12/01,01:49:55,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:49:47,2016/12/01,01:49:55,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:49:52,2016/12/01,01:49:55,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:49:56,2016/12/01,01:50:22,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:50:00,2016/12/01,01:50:22,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:50:05,2016/12/01,01:50:22,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:50:10,2016/12/01,01:50:22,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:50:14,2016/12/01,01:50:22,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:50:19,2016/12/01,01:50:22,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:50:23,2016/12/01,01:50:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:50:27,2016/12/01,01:50:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:50:32,2016/12/01,01:50:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:50:37,2016/12/01,01:50:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:50:41,2016/12/01,01:50:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:50:46,2016/12/01,01:50:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:50:50,2016/12/01,01:51:16,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:50:54,2016/12/01,01:51:16,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:50:59,2016/12/01,01:51:16,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:51:03,2016/12/01,01:51:16,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:51:08,2016/12/01,01:51:16,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:51:13,2016/12/01,01:51:16,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:51:17,2016/12/01,01:51:43,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:51:21,2016/12/01,01:51:43,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:51:26,2016/12/01,01:51:43,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:51:30,2016/12/01,01:51:43,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:51:35,2016/12/01,01:51:43,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:51:40,2016/12/01,01:51:43,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:51:44,2016/12/01,01:52:10,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:51:48,2016/12/01,01:52:10,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:51:53,2016/12/01,01:52:10,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:51:57,2016/12/01,01:52:10,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:52:02,2016/12/01,01:52:10,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:52:07,2016/12/01,01:52:10,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:52:11,2016/12/01,01:52:37,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:52:15,2016/12/01,01:52:37,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:52:20,2016/12/01,01:52:37,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:52:24,2016/12/01,01:52:37,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:52:29,2016/12/01,01:52:37,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:52:34,2016/12/01,01:52:37,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:52:38,2016/12/01,01:53:04,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:52:42,2016/12/01,01:53:04,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:52:47,2016/12/01,01:53:04,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:52:51,2016/12/01,01:53:04,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:52:56,2016/12/01,01:53:04,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:53:01,2016/12/01,01:53:04,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:53:05,2016/12/01,01:53:31,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:53:09,2016/12/01,01:53:31,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:53:14,2016/12/01,01:53:31,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:53:18,2016/12/01,01:53:31,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:53:23,2016/12/01,01:53:31,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:53:27,2016/12/01,01:53:31,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:53:32,2016/12/01,01:53:57,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:53:36,2016/12/01,01:53:57,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:53:41,2016/12/01,01:53:57,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:53:45,2016/12/01,01:53:57,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:53:50,2016/12/01,01:53:57,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:53:54,2016/12/01,01:53:57,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:53:58,2016/12/01,01:54:23,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:54:02,2016/12/01,01:54:23,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:54:07,2016/12/01,01:54:23,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:54:11,2016/12/01,01:54:23,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:54:16,2016/12/01,01:54:23,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:54:20,2016/12/01,01:54:23,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:54:24,2016/12/01,01:54:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:54:28,2016/12/01,01:54:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:54:33,2016/12/01,01:54:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:54:37,2016/12/01,01:54:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:54:42,2016/12/01,01:54:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:54:46,2016/12/01,01:54:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:54:50,2016/12/01,01:55:15,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:54:54,2016/12/01,01:55:15,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:54:59,2016/12/01,01:55:15,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:55:03,2016/12/01,01:55:15,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:55:08,2016/12/01,01:55:15,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:55:12,2016/12/01,01:55:15,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:55:16,2016/12/01,01:55:41,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:55:20,2016/12/01,01:55:41,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:55:25,2016/12/01,01:55:41,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:55:29,2016/12/01,01:55:41,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:55:34,2016/12/01,01:55:41,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:55:38,2016/12/01,01:55:41,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:55:42,2016/12/01,01:56:07,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:55:46,2016/12/01,01:56:07,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:55:51,2016/12/01,01:56:07,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:55:55,2016/12/01,01:56:07,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:56:00,2016/12/01,01:56:07,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:56:04,2016/12/01,01:56:07,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:56:08,2016/12/01,01:56:33,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:56:12,2016/12/01,01:56:33,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:56:16,2016/12/01,01:56:33,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:56:21,2016/12/01,01:56:33,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:56:25,2016/12/01,01:56:33,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:56:30,2016/12/01,01:56:33,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:56:34,2016/12/01,01:56:59,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:56:38,2016/12/01,01:56:59,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:56:42,2016/12/01,01:56:59,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:56:47,2016/12/01,01:56:59,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:56:51,2016/12/01,01:56:59,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:56:56,2016/12/01,01:56:59,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:57:00,2016/12/01,01:57:25,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:57:04,2016/12/01,01:57:25,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:57:08,2016/12/01,01:57:25,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:57:13,2016/12/01,01:57:25,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:57:17,2016/12/01,01:57:25,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:57:22,2016/12/01,01:57:25,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
2016/12/01,01:57:26,2016/12/01,01:57:51,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
2016/12/01,01:57:30,2016/12/01,01:57:51,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
2016/12/01,01:57:34,2016/12/01,01:57:51,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
2016/12/01,01:57:39,2016/12/01,01:57:51,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
2016/12/01,01:57:43,2016/12/01,01:57:51,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
2016/12/01,01:57:48,2016/12/01,01:57:51,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
